#auto generated file!
60.0;360;638;1002
66.0;365;646;989
72.0;367;659;974
78.0;376;671;953
84.0;382;679;939
90.0;386;685;929
96.0;385;687;928
102.0;392;688;920
108.0;401;689;910
114.0;405;691;904
120.0;419;701;880
126.0;421;703;876
132.0;422;709;869
138.0;426;710;864
144.0;423;709;868
150.0;427;708;865
156.0;431;716;853
162.0;429;720;851
168.0;432;728;840
174.0;435;734;831
180.0;436;751;813
186.0;441;758;801
192.0;448;760;792
198.0;452;761;787
204.0;449;767;784
210.0;455;771;774
216.0;455;775;770
222.0;458;784;758
228.0;457;789;754
234.0;460;788;752
240.0;458;791;751
246.0;464;790;746
252.0;471;785;744
258.0;472;791;737
264.0;478;789;733
270.0;477;799;724
276.0;480;799;721
282.0;482;799;719
288.0;484;801;715
294.0;490;805;705
