#auto generated file!
60.0;346;607;1047
66.0;354;619;1027
72.0;362;638;1000
78.0;362;649;989
84.0;365;653;982
90.0;364;651;985
96.0;370;661;969
102.0;372;667;961
108.0;377;671;952
114.0;383;669;948
120.0;388;676;936
126.0;393;682;925
132.0;398;695;907
138.0;393;699;908
144.0;396;708;896
150.0;399;723;878
156.0;405;726;869
162.0;411;740;849
168.0;421;739;840
174.0;423;746;831
180.0;421;756;823
186.0;427;756;817
192.0;426;750;824
198.0;425;756;819
204.0;429;756;815
210.0;426;758;816
216.0;425;763;812
222.0;429;768;803
228.0;425;771;804
234.0;419;771;810
240.0;424;772;804
246.0;423;770;807
252.0;426;772;802
258.0;426;772;802
264.0;429;771;800
270.0;434;771;795
276.0;429;779;792
282.0;428;784;788
288.0;433;787;780
294.0;437;786;777
