#auto generated file!
60.0;179;326;495
66.0;181;328;491
72.0;181;331;488
78.0;184;336;480
84.0;179;338;483
90.0;187;338;475
96.0;189;343;468
102.0;194;345;461
108.0;193;349;458
114.0;197;349;454
120.0;192;357;451
126.0;195;357;448
132.0;195;363;442
138.0;200;364;436
144.0;200;362;438
150.0;208;367;425
156.0;209;375;416
162.0;213;374;413
168.0;216;372;412
174.0;217;376;407
180.0;217;382;401
186.0;221;380;399
192.0;219;375;406
198.0;222;375;403
204.0;222;377;401
210.0;226;376;398
216.0;234;373;393
222.0;230;375;395
228.0;231;378;391
234.0;234;379;387
240.0;238;386;376
246.0;239;389;372
252.0;244;389;367
258.0;242;388;370
264.0;239;391;370
270.0;237;393;370
276.0;237;397;366
282.0;241;394;365
288.0;240;391;369
294.0;242;394;364
