#auto generated file!
60.0;141;298;561
66.0;141;298;561
72.0;141;298;561
78.0;141;298;561
84.0;141;298;561
90.0;141;298;561
96.0;141;298;561
102.0;141;298;561
108.0;141;298;561
114.0;141;298;561
120.0;141;298;561
126.0;141;298;561
132.0;141;298;561
138.0;141;298;561
144.0;141;298;561
150.0;141;298;561
156.0;141;298;561
162.0;141;298;561
168.0;141;298;561
174.0;141;298;561
180.0;141;298;561
186.0;141;298;561
192.0;141;298;561
198.0;141;298;561
204.0;141;298;561
210.0;141;298;561
216.0;141;298;561
222.0;141;298;561
228.0;141;298;561
234.0;141;298;561
240.0;141;298;561
246.0;141;298;561
252.0;141;298;561
258.0;141;298;561
264.0;141;298;561
270.0;141;298;561
276.0;141;298;561
282.0;141;298;561
288.0;141;298;561
294.0;141;298;561
