#auto generated file!
60.0;227;452;721
66.0;232;454;714
72.0;239;463;698
78.0;246;470;684
84.0;247;470;683
90.0;248;479;673
96.0;250;487;663
102.0;250;494;656
108.0;258;495;647
114.0;259;508;633
120.0;264;509;627
126.0;263;514;623
132.0;264;513;623
138.0;264;513;623
144.0;267;512;621
150.0;272;515;613
156.0;272;520;608
162.0;278;521;601
168.0;282;530;588
174.0;286;529;585
180.0;285;532;583
186.0;287;537;576
192.0;288;541;571
198.0;292;542;566
204.0;296;544;560
210.0;304;540;556
216.0;307;539;554
222.0;312;534;554
228.0;304;539;557
234.0;310;540;550
240.0;310;541;549
246.0;314;549;537
252.0;323;549;528
258.0;319;549;532
264.0;321;548;531
270.0;326;552;522
276.0;330;555;515
282.0;322;558;520
288.0;326;556;518
294.0;329;559;512
