#auto generated file!
6.0;0.0;0.0;0.0
12.0;0.42857142857142855;0.25;0.0
18.0;1.6607142857142858;0.75;0.0
24.0;3.482142857142857;1.5;0.0
30.0;4.464285714285714;1.75;0.0
36.0;7.107142857142857;2.0;0.0
42.0;9.25;4.75;0.0
48.0;11.267857142857142;5.25;0.0
54.0;12.392857142857142;4.0;0.0
60.0;12.053571428571429;5.5;0.0
66.0;7.892857142857143;1.5;0.0
72.0;4.803571428571429;4.5;0.0
78.0;5.071428571428571;4.5;0.0
84.0;4.982142857142857;4.5;0.0
90.0;5.196428571428571;0.0;0.0
96.0;6.482142857142857;1.75;0.0
102.0;9.821428571428571;2.75;0.0
108.0;13.392857142857142;2.5;0.0
114.0;14.625;1.5;0.0
120.0;11.928571428571429;1.5;0.0
126.0;8.035714285714286;1.75;0.0
132.0;6.982142857142857;1.25;0.0
138.0;5.107142857142857;1.0;0.0
144.0;4.714285714285714;0.25;0.0
150.0;6.160714285714286;0.0;0.0
156.0;7.428571428571429;0.0;0.0
162.0;10.696428571428571;0.0;0.0
168.0;16.5;0.5;0.0
174.0;17.428571428571427;1.5;0.0
180.0;13.875;1.5;0.0
186.0;12.071428571428571;1.75;0.0
192.0;8.892857142857142;1.5;0.0
198.0;6.821428571428571;0.5;0.0
204.0;4.160714285714286;2.25;0.0
210.0;4.821428571428571;2.5;0.0
216.0;6.75;0.75;0.0
222.0;11.107142857142858;0.75;0.0
228.0;13.339285714285714;6.75;0.0
234.0;15.392857142857142;3.0;0.0
240.0;10.553571428571429;2.5;0.0
246.0;11.642857142857142;2.0;0.0
252.0;7.625;4.5;0.0
258.0;7.392857142857143;7.25;0.0
264.0;8.482142857142858;6.5;0.0
270.0;7.446428571428571;1.25;0.0
276.0;9.267857142857142;6.25;0.0
282.0;10.839285714285714;0.75;0.0
288.0;13.517857142857142;1.25;0.0
294.0;15.410714285714286;1.5;0.0
