#auto generated file!
60.0;220;422;758
66.0;227;429;744
72.0;228;430;742
78.0;236;438;726
84.0;235;451;714
90.0;242;458;700
96.0;239;467;694
102.0;247;467;686
108.0;246;471;683
114.0;252;477;671
120.0;260;482;658
126.0;262;491;647
132.0;261;495;644
138.0;267;498;635
144.0;265;502;633
150.0;263;508;629
156.0;266;506;628
162.0;265;519;616
168.0;267;522;611
174.0;271;520;609
180.0;271;532;597
186.0;275;536;589
192.0;275;531;594
198.0;283;537;580
204.0;289;541;570
210.0;293;540;567
216.0;297;543;560
222.0;302;540;558
228.0;304;540;556
234.0;312;539;549
240.0;318;543;539
246.0;315;549;536
252.0;318;556;526
258.0;326;560;514
264.0;329;552;519
270.0;331;550;519
276.0;334;548;518
282.0;338;548;514
288.0;349;544;507
294.0;354;541;505
