#auto generated file!
60.0;63;127;210
66.0;66;130;204
72.0;66;133;201
78.0;67;133;200
84.0;68;134;198
90.0;67;135;198
96.0;69;136;195
102.0;72;135;193
108.0;73;133;194
114.0;73;136;191
120.0;73;139;188
126.0;78;138;184
132.0;79;137;184
138.0;79;137;184
144.0;80;138;182
150.0;82;137;181
156.0;82;136;182
162.0;85;137;178
168.0;86;143;171
174.0;87;144;169
180.0;87;145;168
186.0;88;147;165
192.0;90;143;167
198.0;94;143;163
204.0;94;144;162
210.0;94;147;159
216.0;95;148;157
222.0;98;146;156
228.0;101;147;152
234.0;99;148;153
240.0;100;146;154
246.0;100;145;155
252.0;106;145;149
258.0;106;142;152
264.0;107;144;149
270.0;109;144;147
276.0;109;146;145
282.0;106;144;150
288.0;107;148;145
294.0;108;149;143
