#auto generated file!
60.0;331;688;981
66.0;336;698;966
72.0;338;703;959
78.0;346;708;946
84.0;353;713;934
90.0;350;723;927
96.0;351;721;928
102.0;353;728;919
108.0;358;743;899
114.0;362;749;889
120.0;362;749;889
126.0;362;761;877
132.0;368;775;857
138.0;374;783;843
144.0;379;784;837
150.0;383;790;827
156.0;387;788;825
162.0;395;780;825
168.0;394;790;816
174.0;397;799;804
180.0;400;800;800
186.0;398;811;791
192.0;404;820;776
198.0;403;817;780
204.0;403;818;779
210.0;408;817;775
216.0;407;824;769
222.0;413;817;770
228.0;410;824;766
234.0;408;831;761
240.0;413;826;761
246.0;415;835;750
252.0;414;841;745
258.0;412;852;736
264.0;416;841;743
270.0;416;848;736
276.0;419;851;730
282.0;422;856;722
288.0;420;858;722
294.0;426;853;721
