#auto generated file!
60.0;161;316;523
66.0;164;317;519
72.0;168;315;517
78.0;172;314;514
84.0;174;319;507
90.0;183;320;497
96.0;185;323;492
102.0;188;328;484
108.0;191;332;477
114.0;195;334;471
120.0;199;343;458
126.0;205;342;453
132.0;206;350;444
138.0;210;349;441
144.0;210;350;440
150.0;214;349;437
156.0;215;351;434
162.0;221;351;428
168.0;226;351;423
174.0;227;353;420
180.0;226;354;420
186.0;228;362;410
192.0;229;354;417
198.0;231;355;414
204.0;231;363;406
210.0;231;367;402
216.0;231;365;404
222.0;239;368;393
228.0;245;359;396
234.0;247;355;398
240.0;247;354;399
246.0;250;359;391
252.0;249;359;392
258.0;247;366;387
264.0;248;370;382
270.0;256;365;379
276.0;260;359;381
282.0;264;360;376
288.0;268;367;365
294.0;265;370;365
