#auto generated file!
60.0;299;603;898
66.0;306;609;885
72.0;308;617;875
78.0;307;619;874
84.0;319;619;862
90.0;318;627;855
96.0;324;629;847
102.0;331;631;838
108.0;338;631;831
114.0;343;633;824
120.0;342;635;823
126.0;346;636;818
132.0;351;638;811
138.0;363;643;794
144.0;371;648;781
150.0;375;658;767
156.0;378;654;768
162.0;387;659;754
168.0;392;666;742
174.0;400;669;731
180.0;405;671;724
186.0;405;679;716
192.0;403;679;718
198.0;406;679;715
204.0;412;680;708
210.0;415;680;705
216.0;421;684;695
222.0;429;690;681
228.0;431;694;675
234.0;432;695;673
240.0;439;698;663
246.0;445;697;658
252.0;445;700;655
258.0;447;695;658
264.0;448;698;654
270.0;450;701;649
276.0;450;698;652
282.0;459;695;646
288.0;461;698;641
294.0;471;694;635
